Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Unnamed: 11,Unnamed: 12,content_features
105,Candi Donotirto,"Walaupun melekat dengan kata candi, Candi Donotirto bukanlah peninggalan jaman Hindu-Buddha di Yogyakarta. Tempat ini dibangun oleh pemerintah Belanda. Ada dua bagian, yaitu bagian barat untuk kaum adam dan bagian timur untuk kaum hawa. Masing-masing dialiri oleh 5 buah pancuran air yang bersumber dari Sungai Winogo, berarti ada 10 buah pancuran di sana. Hingga kini, tempat ini tetap dirawat oleh warga sekitar walaupun digunakan sebagai WC umum. Oleh karenanya, janganlah berat tangan untuk menyisihkan uang Anda sebagai ganti biaya perawatan dan kebersihan tempat ini.",Budaya,Yogyakarta,0,4.4,25.0,"{'lat': -7.795561299999998, 'lng': 110.3612095}",-7.7955613,110.3612095,,105,candi donotirto budaya walaupun lekat kata candi candi donotirto bukan tinggal jaman hindu-buddha yogyakarta tempat bangun perintah belanda dua yaitu barat kaum adam bagi timur kaum hawa masing-masing alir 5 buah pancur air sumber sungai winogo arti 10 buah pancur sana hingga kini tempat tetap rawat warga walaupun bagai wc umum karena jangan berat tangan sisih uang bagai ganti biaya awat bersih tempat
106,Kawasan Malioboro,"Jalan Malioboro adalah nama salah satu kawasan jalan dari tiga jalan di Kota Yogyakarta yang membentang dari Tugu Yogyakarta hingga ke perempatan Kantor Pos Yogyakarta. Secara keseluruhan terdiri dari Jalan Margo Utomo, Jalan Malioboro, dan Jalan Margo Mulyo. Jalan ini merupakan poros Garis Imajiner Kraton Yogyakarta.",Taman Hiburan,Yogyakarta,0,4.8,,"{'lat': -7.793167, 'lng': 110.3655238}",-7.793167,110.3655238,,106,kawasan malioboro taman hibur jalan malioboro nama salah satu kawasan jalan tiga jalan kota yogyakarta bentang tugu yogyakarta hingga empat kantor pos yogyakarta cara seluruh diri jalan margo utomo jalan malioboro jalan margo mulyo jalan rupa poros garis imajiner kraton yogyakarta
107,Bangsal Pagelaran,"Bangunan utama adalah Bangsal Pagelaran yang dahulu dikenal dengan nama Tratag Rambat. Pada zamannya Pagelaran merupakan tempat para penggawa kesultanan menghadap Sultan pada upacara resmi. Sekarang sering digunakan untuk even-even pariwisata, religi, dan lain-lain disamping untuk upacara adat keraton. Sepasang Bangsal Pemandengan terletak di sisi jauh sebelah timur dan barat Pagelaran. Dahulu tempat ini digunakan oleh Sultan untuk menyaksikan latihan perang di Alun-alun Lor.",Budaya,Yogyakarta,5000,4.6,,"{'lat': -7.805284299999999, 'lng': 110.3642137}",-7.8052843,110.3642137,,107,bangsal pagelaran budaya bangun utama bangsal pagelaran kenal nama tratag rambat zaman pagelaran rupa tempat penggawa sultan hadap sultan upacara resmi sekarang sering even-even pariwisata religi lain samping upacara adat keraton pasang bangsal pemandengan letak sisi jauh belah timur barat pagelaran dahulu tempat guna sultan untuk saksi latih perang alun lor
108,Embung Tambakboyo,"Embung atau waduk Tambakboyo adalah konservasi air yang terletak di Dusun Tambakboyo, Kecamatan Depok, Kabupaten Sleman, Yogyakarta. Waduk ini memanfaatkan sumber air dari sungai Tambak Bayan dan sungai Buntung dengan luasan 7,8 ha. Waduk ini dibangun sejak tahun 2003 hingga 2008 dan diresmikan setahun kemudian.",Taman Hiburan,Yogyakarta,0,4.4,,"{'lat': -7.756227000000001, 'lng': 110.4150131}",-7.756227,110.4150131,,108,embung tambakboyo taman hibur embung waduk tambakboyo konservasi air letak dusun tambakboyo camat depok kabupaten sleman yogyakarta waduk manfaat sumber air sungai tambak bayan sungai buntung luas 7 8 ha waduk bangun sejak tahun 2003 hingga 2008 resmi tahun kemudian
109,Hutan Pinus Pengger,"Hutan Pinus Pengger (bahasa Jawa: ꦄꦭꦱ꧀​ꦥꦶꦤꦸꦱ꧀​ꦥꦼꦁ​ꦒꦼꦂ​, translit. Alas Pinus​ Pěnggěr) merupakan salah satu objek wisata andalan Kabupaten Bantul. Wisata alam ini berlokasi di Sendangsari, Desa Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta.\nHutan Pinus Pengger mudah dijangkau karena terletak dipinggir jalan Patuk-Dlingo km 4,5.\nWalaupun masih terdengar asing, dikalangan penyuka jalan-jalan objek wisata, Hutan Pinus Pengger terbilang cukup populer . Tempat ini masih dirasa asing karena baru dibuka secara resmi pada tanggal 7 April 2016. Hutan Pinus ini sangat digemari oleh para pencipta objek wisata, karena objek wisata ini menyuguhkan pemandangan alam yang sangat indah.",Taman Hiburan,Yogyakarta,3000,4.5,,"{'lat': -7.870483200000001, 'lng': 110.4599108}",-7.8704832,110.4599108,,109,hutan pinus pengger taman hibur hutan pinus pengger bahasa jawa translit alas pinus p ngg r rupa salah satu objek wisata andal kabupaten bantul wisata alam lokasi sendangsari desa terong kec dlingo kabupaten bantul daerah istimewa yogyakarta nhutan pinus pengger mudah jangkau letak pinggir jalan patuk-dlingo km 4 5 nwalaupun dengar asing kalang suka jalan objek wisata hutan pinus pengger bilang cukup populer tempat masih rasa asing baru buka cara resmi tanggal 7 april 2016 hutan pinus sangat gari para cipta objek wisata objek wisata suguh pandang alam sangat indah
110,Monumen Serangan Umum 1 Maret,"Monumen Serangan Umum 1 Maret berada di area sekitar Museum Benteng Vredeburg yaitu tepat di depan Kantor Pos Besar Yogyakarta. Monumen ini dibangun untuk memperingati serangan tentara Indonesia terhadap Belanda pada tanggal 1 Maret 1949. Ketika itu Negara Indonesia telah dianggap lumpuh dan tidak ada oleh Belanda. Untuk membuktikan bahwa Negara Indonesia masih ada maka dilakukan serangan besar-besaran. Serangan ini dilakukan oleh Tentara Nasional Indonesia (TNI) yang dipimpin oleh Letnan Kolonel Soeharto, Komandan Brigade 10 daerah Wehrkreise III.",Taman Hiburan,Yogyakarta,3000,4.6,,"{'lat': -7.801012399999999, 'lng': 110.3653376}",-7.8010124,110.3653376,,110,monumen serang umum 1 maret taman hibur monumen serang umum 1 maret area museum benteng vredeburg tepat di depan kantor pos besar yogyakarta monumen bangun ingat serang tentara indonesia hadap belanda tanggal 1 maret 1949 itu negara indonesia anggap lumpuh tidak belanda bukti negara indonesia ada laku serang besar serang laku tentara nasional indonesia tni pimpin oleh letnan kolonel soeharto komandan brigade 10 daerah wehrkreise iii
111,Puncak Pinus Becici,"Puncak Pinus Becici atau Puncak Becici merupakan objek wisata yang berada di Desa Muntuk, Kecamatan Dlingo, Kabupaten Bantul, Yogyakarta. Pemandangan di kawasan ini sangat indah dengan hamparan perbukitan yang banyak di tumbuhi pohon pinus serta dapat melihat pesona Kota Yogyakarta dari ketinggian dengan gardu pandang. Dari bagian utara dapat melihat Candi Prambanan, bagian selatan terlihat garis lurus yang merupakan Pantai Selatan serta dapat melihat Gunung Merapi dan Gunung Sindoro.",Taman Hiburan,Yogyakarta,3000,4.5,,"{'lat': -7.902035499999998, 'lng': 110.4374627}",-7.9020355,110.4374627,,111,puncak pinus becici taman hibur puncak pinus becici puncak becici rupa objek wisata ada desa muntuk camat dlingo kabupaten bantul yogyakarta pandang kawasan sangat indah hampar bukit banyak tumbuh pohon pinus lihat pesona kota yogyakarta tinggi gardu pandang utara dapat lihat candi prambanan bagi selatan lihat garis lurus rupa pantai selatan dapat lihat gunung rapi gunung sindoro
112,Bukit Bintang Yogyakarta,"Bukit Bintang merupakan salah satu lokasi nongkrong favorit di Yogyakarta. Saat malam tiba, pemandangan Yogyakarta sangatlah indah!Terletak di perbatasan Bantul dan Gunungkidul, siapa pun yang berkunjung ke kawasan ini dapat menikmati taburan gemintang di langit malam serta kerlip benderang lampu kota dari ketinggian.Kota ini memiliki Bukit Bintang yang selalu ramai dipadati kawula muda untuk menikmati keindahan malam. Bukit Bintang menjadi tempat yang sempurna untuk menikmati senja hingga malam tiba.",Taman Hiburan,Yogyakarta,25000,4.5,90.0,"{'lat': -7.845840699999997, 'lng': 110.4798457}",-7.8458407,110.4798457,,112,bukit bintang yogyakarta taman hibur bukit bintang rupa salah satu lokasi nongkrong favorit yogyakarta malam tiba pandang yogyakarta sangat indah letak batas bantul gunungkidul siapa kunjung kawasan dapat nikmat tabur gemintang langit malam kerlip benderang lampu kota tinggi kota milik bukit bintang selalu ramai padat kawula muda nikmat indah malam bukit bintang jadi tempat yang sempurna nikmat senja hingga malam tiba
113,Gedung Agung Yogyakarta,"Istana Yogyakarta yang dikenal dengan nama Gedung Agung (bahasa Jawa: ꦒꦼꦝꦺꦴꦁ​ꦄꦒꦼꦁ, translit. Gedhong Ageng) terletak di pusat keramaian kota, tepatnya di ujung selatan Jalan Ahmad Yani dahulu dikenal dengan Jalan Margomulyo. Kawasan istana terletak di Kelurahan Ngupasan, Kecamatan Gondomanan, Kota Yogyakarta, dan berada pada ketinggian 120 m dari permukaan laut. Kompleks istana ini menempati lahan seluas 43.585 m².",Budaya,Yogyakarta,0,4.6,,"{'lat': -7.800150599999999, 'lng': 110.3637507}",-7.8001506,110.3637507,,113,gedung agung yogyakarta budaya istana yogyakarta kenal nama gedung agung bahasa jawa translit gedhong ageng letak pusat ramai kota tepat ujung selatan jalan ahmad yani kenal jalan margomulyo kawasan istana letak lurah ngupasan camat gondomanan kota yogyakarta ada tinggi 120 m muka laut kompleks istana tempat lahan luas 43 585 m
114,The Lost World Castle,"The Lost World Castle merupakan salah satu objek wisata di kawasan lereng Gunung Merapi yang terletak di Dusun Petung, Desa Kepuharjo Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Indonesia. Objek wisata ini dibangun menyerupai Benteng Takeshi dan dibangun di atas lahan 1,3 hektare pada tahun 2016.Pengunjung yang ingin memasuki kawasan The Lost World Castle akan dikenakan biaya sebesar Rp 25.000 tiap orang dan belum termasuk biaya parkir. Biaya parkir mobil sebesar Rp5.000,00, sementara biaya parkir untuk sepeda motor sebesar Rp2.000,00.",Taman Hiburan,Yogyakarta,30000,4.3,,"{'lat': -7.6041648, 'lng': 110.4510042}",-7.6041648,110.4510042,,114,the lost world castle taman hibur the lost world castle rupa salah satu objek wisata kawasan lereng gunung rapi letak dusun tung desa kepuharjo cangkring sleman daerah istimewa yogyakarta indonesia objek wisata bangun rupa benteng takeshi bangun atas lahan 1 3 hektare tahun 2016 unjung ingin pasuk kawasan the lost world castle kena biaya besar rp 25 000 tiap orang belum masuk biaya parkir biaya parkir mobil besar rp5 000 00 biaya parkir sepeda motor besar rp2 000 00
115,Monumen Sanapati,"Monumen Sanapati dibangun untuk memeringati 50 tahun persandian Indonesia di Yogyakarta. Persandian di Yogyakarta memiliki andil yang besar dalam mempertahankan kemerdekaan Negara Indonesia. Tercatat pada peristiwa Serangan Umum 1 Maret 1949, sandi buatan Roebiono masih digunakan untuk menyebarkan pesan pada dunia bahwa Indonesia masih ada dan masih bisa melawan. Selanjutnya, peristiwa tersebut dikenal dengan Peristiwa 6 jam di Yogyakarta. Monumen Sanapati terletak di kawasan Kotabaru, tepatnya di tengah persimpangan Jalan Abu Bakar Ali, di taman depan Gereja Santo Antonius. Bangunan Monumen Sanapati berbentuk segitiga berujung lancip menyerupai piramida dengan tinggi 3 meter dan lebar 2,5 meter. Monumen tersebut didesain oleh Drs Kasman dan diresmikan oleh Menteri Sekretaris Negara Republik Indonesia saat itu, Moerdiono, pada 4 April 1996, tepat pada Hari Persandian Indonesia. Pembangunan monument membutuhkan waktu satu bulan dan memakan biaya sebesar 25 juta rupiah.",Budaya,Yogyakarta,15000,4.3,,"{'lat': -7.788172800000001, 'lng': 110.3715403}",-7.7881728,110.3715403,,115,monumen sanapati budaya monumen sanapati bangun ingat 50 tahun sandi indonesia yogyakarta sandi yogyakarta milik andil besar tahan merdeka negara indonesia catat peristiwa serang umum 1 maret 1949 sandi buat roebiono guna sebar pesan dunia indonesia ada masih lawan lanjut peristiwa sebut kenal peristiwa 6 jam yogyakarta monumen sanapati letak kawasan kotabaru tepat tengah simpang jalan abu bakar ali taman depan gereja santo antonius bangun monumen sanapati bentuk segitiga ujung lancip rupa piramida tinggi 3 meter lebar 2 5 meter monumen sebut desain drs kasman resmi menteri sekretaris negara republik indonesia itu moerdiono 4 april 1996 tepat hari sandi indonesia bangun monument butuh waktu satu bulan makan biaya besar 25 juta rupiah
116,Jurang Tembelan Kanigoro,"Jurang Tembelan Kanigoro berada di Desa Wisata Mangunan, Dlingo, Bantul. Familiar dengan Desa Mangunan, bukan? Kawasan ini memang memiliki tempat wisata bagus yang murah. Termasuk Jurang Tembelan Kanigoro yang berada tidak jauh dari Kebun Buah Mangunan atau Bukit Panguk Kediwung. Dari Jogja, arahkan kendaraan menuju Jalan Imogiri Timur, setelah sampai di pertigaan dekat Pasar Imogiri ikuti arah menuju Mangunan. Untuk menuju ke sana, cek terlebih dahulu kondisi kendaraan. Jalanan yang naik turun serta tikungan tajam, harus diwaspadai. Bagi yang menggunakan kendaraan besar seperti bus, diharapkan memutar melewati Bukit Bintang Gunung Kidul. Selain itu, selalu berhati-hati dan tetap fokus selama berkendara.",Taman Hiburan,Yogyakarta,2500,4.5,45.0,"{'lat': -7.940106500000001, 'lng': 110.4300062}",-7.9401065,110.4300062,,116,jurang tembel kanigoro taman hibur jurang tembel kanigoro desa wisata mangun dlingo bantul familiar desa mangun bukan kawasan memang milik tempat wisata bagus murah masuk jurang tembel kanigoro ada jauh kebun buah mangun bukit panguk kediwung jogja arah kendara tuju jalan imogiri timur sampai di tiga dekat pasar imogiri ikut arah tuju mangun tuju sana cek lebih kondisi kendara jalan naik turun tikung tajam waspada yang kendara besar bus harap putar lewat bukit bintang gunung kidul itu selalu hati tetap fokus lama kendara
117,The World Landmarks - Merapi Park Yogyakarta,"Merapi Park merupakan salah satu tempat wisata di Yogyakarta yang terletak di Jalan Kaliurang km 22, Hargobinangun, Kecamatan Pakem, Kabupaten Sleman. Pengoperasian Merapi Park dimulai sejak tanggal 25 Juni 2017. Fasilitas yang tersedia meliputi tempat pengambilan foto",Taman Hiburan,Yogyakarta,22000,4.2,90.0,"{'lat': -7.620904599999999, 'lng': 110.4216275}",-7.6209046,110.4216275,,117,the world landmarks - rapi park yogyakarta taman hibur rapi park rupa salah satu tempat wisata yogyakarta letak jalan kaliurang km 22 hargobinangun camat pakem kabupaten sleman operasi rapi park mulai sejak tanggal 25 juni 2017 fasilitas sedia liput tempat ambil foto
118,Museum Sonobudoyo Unit I,"Museum Sonobudoyo adalah museum dan perpustakaan sejarah dan budaya Jawa di Yogyakarta, Indonesia. Museum ini berisi koleksi artefak Jawa terlengkap, setelah Museum Nasional di Jakarta. Selain keramik era Neolitikum dan patung perunggu abad ke-8, museum ini juga menyimpan koleksi wayang, berbagai senjata kuno (seperti keris), dan topeng Jawa. Museum Sonobudoyo terdiri dari dua unit, Unit I terletak di Jalan Trikora No. 6 Yogyakarta, dan Unit II terletak di Ndalem Condrokiranan, Wijilan, di sebelah timur alun-alun utama (utara) kota.",Budaya,Yogyakarta,5000,4.6,120.0,"{'lat': -7.8024499, 'lng': 110.3639555}",-7.8024499,110.3639555,,118,museum sonobudoyo unit i budaya museum sonobudoyo museum pustaka sejarah budaya jawa yogyakarta indonesia museum isi koleksi artefak jawa lengkap museum nasional jakarta keramik era neolitikum patung perunggu abad ke-8 museum juga simpan koleksi wayang bagai senjata kuno keris topeng jawa museum sonobudoyo diri dua unit unit i letak jalan trikora no 6 yogyakarta unit ii letak ndalem condrokiranan wijilan belah timur alun utama utara kota
119,Lava Bantal,"Wilayah DIY menawarkan sejumlah potensi wisata, terlebih pariwisata berbasis sungai. Salah satunya yang kini menjadi salah satu favorut wisatawan adalah Lava Bantal yang berada di Kecamatan Berbah, Kabupaten Sleman. Sesuai namanya, objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu. Terhampar di Sungai Opak, batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong. Konon keberadaan Lava Bantal berkontribusi besar terhadap terbentuknya Pulau Jawa. Fenomena alam seperti yang terjadi di Lava Bantal ini sangat jarang terjadi. Di Pulau Jawa fenomena sejenis hanya bisa ditemukan di Karangsambung (Kebumen), Ciletuh (Jawa Barat), dan di Berbah (DIY). Dengan latar belakang sejarah geologi yang panjang, sejak 2 Oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage. Artinya, semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah.",Budaya,Yogyakarta,5000,4.4,30.0,"{'lat': -7.808151800000001, 'lng': 110.4595183}",-7.8081518,110.4595183,,119,lava bantal budaya wilayah diy tawar jumlah potensi wisata lebih pariwisata bas sungai salah satu kini jadi salah satu favorut wisatawan lava bantal camat bah kabupaten sleman sesuai nama objek wisata tawar batu duga asal lava pijar gunung api bawah laut ering lama kurun waktu ratus tahun lalu hampar sungai opak batu sebut jadi pandang unik mampu sita perhati lancong konon ada lava bantal kontribusi besar hadap bentuk pulau jawa fenomena alam jadi lava bantal sangat jarang jadi pulau jawa fenomena jenis bisa temu karangsambung kebumen ciletuh jawa barat bah diy latar belakang sejarah geologi panjang sejak 2 oktober 2014 silam perintah tetap objek wisata bagai geo heritage arti semua uni geologis ada di objek wisata sebut golong bagai objek yang lindung perintah
120,Bukit Panguk Kediwung,"Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit.",Budaya,Yogyakarta,250000,4.5,90.0,"{'lat': -7.9583695, 'lng': 110.4407622}",-7.9583695,110.4407622,,120,bukit panguk kediwung budaya bukit panguk kediwung salah satu obyek wisata tawar pandang alam tinggi banding obyek wisata bukit bantul memang bukit panguk kediwung masuk baru buka tahun 2016 jangan salah lokasi curi hati banyak unjung maupun luar kota bukit panguk kediwung lokasi di kediwung mangun dlingo bantul yogyakarta jangan khawatir sesat di panjang jalan tuju lokasi akan lihat beberapa papan tunjuk kurang lebih jarak 20 km pusat kota yogyakarta pusat kota yogyakarta bisa gerak tuju selatan tepat arah jalan imogiri timur ikut jalan hingga temu pasar imogiri lalu belok kiri lanjut jalan tuju arah dlingo sana akan mulai lihat tunjuk jalan tuju bukit panguk kediwung akses jalan tuju bukit panguk kediwung sudah aspal halus saja kontur sedikit naik turun masih dalam kategori aman sangat saran kendara pribadi akses sini guna kendara umum cukup sulit
121,Candi Prambanan,"Candi Prambanan atau Candi Roro Jonggrang (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦥꦿꦩ꧀ꦧꦤꦤ꧀, translit. Candhi Prambanan) adalah kompleks candi Hindu terbesar di Indonesia yang dibangun pada abad ke-9 masehi. Candi ini dipersembahkan untuk Trimurti, tiga dewa utama Hindu yaitu Brahma sebagai dewa pencipta, Wisnu sebagai dewa pemelihara, dan Siwa sebagai dewa pemusnah. Berdasarkan prasasti Siwagrha nama asli kompleks candi ini adalah Siwagrha (bahasa Sanskerta yang bermakna 'Rumah Siwa'), dan memang di garbagriha (ruang utama) candi ini bersemayam arca Siwa Mahadewa setinggi tiga meter yang menujukkan bahwa di candi ini dewa Siwa lebih diutamakan.\nKompleks percandian Candi Prambanan secara keseluruhan berada di wilayah provinsi Daerah Istimewa Yogyakarta, namun pintu administrasinya berada di Daerah Istimewa Surakarta (sekarang bagian Provinsi Jawa Tengah), hal ini yang membuat Candi Prambanan terletak di 2 tempat yakni di Desa Bokoharjo, Kecamatan Prambanan, Kabupaten Sleman, dan di Desa Tlogo, Kecamatan Prambanan, Kabupaten Klaten, atau kurang lebih 17 kilometer timur laut Yogyakarta, 50 kilometer barat daya Surakarta dan 120 kilometer selatan Semarang, persis di perbatasan antara Daerah Istimewa Yogyakarta dan Daerah Istimewa Surakarta.Candi ini adalah termasuk Situs Warisan Dunia UNESCO, candi Hindu terbesar di Indonesia, sekaligus salah satu candi terindah di Asia Tenggara. Arsitektur bangunan ini berbentuk tinggi dan ramping sesuai dengan arsitektur Hindu pada umumnya dengan candi Siwa sebagai candi utama memiliki ketinggian mencapai 47 meter menjulang di tengah kompleks gugusan candi-candi yang lebih kecil. Sebagai salah satu candi termegah di Asia Tenggara, candi Prambanan menjadi daya tarik kunjungan wisatawan dari seluruh dunia.Menurut prasasti Siwagrha, candi ini mulai dibangun pada sekitar tahun 850 masehi oleh Rakai Pikatan, dan terus dikembangkan dan diperluas oleh Balitung Maha Sambu, pada masa kerajaan Medang Mataram.",Budaya,Yogyakarta,50000,4.7,,"{'lat': -7.752020600000001, 'lng': 110.4914674}",-7.7520206,110.4914674,,121,candi prambanan budaya candi prambanan candi roro jonggrang bahasa jawa translit candhi prambanan kompleks candi hindu besar indonesia bangun abad ke-9 masehi candi sembah trimurti tiga dewa utama hindu brahma bagai dewa cipta wisnu bagai dewa pelihara siwa bagai dewa musnah dasar prasasti siwagrha nama asli kompleks candi adalah siwagrha bahasa sanskerta makna rumah siwa memang garbagriha ruang utama candi semayam arca siwa mahadewa setinggi tiga meter menujukkan candi dewa siwa lebih utama nkompleks candi candi prambanan cara seluruh wilayah provinsi daerah istimewa yogyakarta pintu administrasi daerah istimewa surakarta sekarang provinsi jawa tengah buat candi prambanan letak 2 tempat desa bokoharjo camat prambanan kabupaten sleman desa tlogo camat prambanan kabupaten klaten kurang lebih 17 kilometer timur laut yogyakarta 50 kilometer barat daya surakarta 120 kilometer selatan semarang persis di batas daerah istimewa yogyakarta daerah istimewa surakarta candi adalah masuk situs waris dunia unesco candi hindu besar di indonesia sekaligus salah satu candi indah di asia tenggara arsitektur bangun bentuk tinggi ramping sesuai arsitektur hindu umum candi siwa bagai candi utama milik tinggi capai 47 meter julang di tengah kompleks gugus candi lebih kecil bagai salah satu candi megah di asia tenggara candi prambanan jadi daya tarik kunjung wisatawan seluruh dunia turut prasasti siwagrha candi ini mulai bangun sekitar tahun 850 masehi raka pikat terus kembang luas balitung maha sambu masa raja medang mataram
122,Watu Goyang,"Watu Goyang ini berasal dari Bahasa Jawa yang berarti Batu yang bergoyang. Dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. Batu tersebut sudah ada sejak ratuhan tahun yang lalu. Para pengelola menjelaskan bahwa Watu Goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki Watu Goyang tersebut karena akan sangat berbahaya bagi keselamatan. Keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. Pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. Berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. Dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman.",Budaya,Yogyakarta,2500,4.4,45.0,"{'lat': -7.9274086, 'lng': 110.4120586}",-7.9274086,110.4120586,,122,watu goyang budaya watu goyang asal bahasa jawa arti batu goyang tempat dapat batu puncak bias goyang sentuh maupun dorong batu sebut ada sejak ratuhan tahun lalu kelola jelas watu goyang tidak pernah roboh walaupun disetuh bahkan panjat pihak kelola larang sar unjung coba naik watu goyang sebut sangat bahaya selamat uni batu raksasa adalah stukturnya muat tonjol unik pandang alam masih hijau gunung rapi lihat sangat alami sangat cocok para unjung hilang rasa bosan aktivitas hari kota ada di puncak unjung akan rasa sejuk suhu udara utama pagi hari ketika di siang hari meski cuaca sedang panas hembus angin sapa asa segar nyaman
123,Kampung Wisata Rejowinangun,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.",Budaya,Yogyakarta,0,4.3,,"{'lat': -7.8152776, 'lng': 110.3988359}",-7.8152776,110.3988359,,123,kampung wisata rejowinangun budaya kampung wisata rejowinangun letak lurah rejowinangun camat kotagede kota yogyakarta tepat belah selatan kebun binatang gembiraloka kampung wisata telah rintis sejak tahun 2010 kerjasama seluruh elemen masyarakat tanggal 04 oktober 2013 kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun resmi lurah rejowinangun rupa satu lurah tiga lurah camat kotagede buah camat ujung timur kota yogyakarta kenal perak bekas raja mataram lurah rejowinangun milik banyak potensi jika kembang sungguh sangat luar biasa meskpun kenal baru kebun raya kebun binatang krkb gembiraloka lokasi ada wilayah lurah rejowinangun ada tempat wisata krkb gembiraloka wilayah usaha kembang wilayah lurah dengan potensi ada wisatawan unjung gembiraloka singgah di kampung wisata ini
124,Kauman Pakualaman Yogyakarta,"Pakualaman adalah sebuah kecamatan di Kota Yogyakarta, Provinsi Daerah Istimewa Yogyakarta, Indonesia. Kecamatan ini terletak di antara Sungai Code dan Sungai Manunggal. Nama 'Pakualaman' diambil dari Puro Paku Alaman, kediaman resmi Sri Paduka Pakualam yang terletak tepat di tengah-tengah kecamatan ini. Sebelumnya, Pakualaman bukan bagian kota Yogyakarta, melainkan Kabupaten Kota Pakualaman, yang dihapus setelah terbentuknya Pemerintah Kota Yogyakarta pada 1947.",Budaya,Yogyakarta,0,5.0,,"{'lat': -7.801034700000001, 'lng': 110.3751922}",-7.8010347,110.3751922,,124,kaum pakualaman yogyakarta budaya pakualaman buah camat kota yogyakarta provinsi daerah istimewa yogyakarta indonesia camat letak antara sungai code sungai manunggal nama pakualaman ambil puro paku alam diam resmi sri paduka pakualam letak tepat tengah camat belum pakualaman bukan kota yogyakarta kabupaten kota pakualaman hapus bentuk perintah kota yogyakarta 1947
